year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,laureats_name,prize_winning_abbreviations,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for their contributions concerning the determination of base sequences in nucleic acids""",1月4日,255,Individual,Walter Gilbert,Walter Gilbert,"gilbert, w",1932/3/21,"Boston, MA",United States of America,Male,"Harvard University, Biological Laboratories","Cambridge, MA",United States of America,NA,NA,NA
1980,Economics,The Sveriges Riksbank Prize in Economic Sciences 1980,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",1月1日,694,Individual,Lawrence R. Klein,,,1920/9/14,"Omaha, NE",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2013/10/20,"Gladwyne, PA",United States of America
1980,Literature,The Nobel Prize in Literature 1980,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",1月1日,657,Individual,Czeslaw Milosz,,,1911/6/30,&#346;eteniai,Russian Empire (Lithuania),Male,NA,NA,NA,2004/8/14,Kraków,Poland
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1月3日,419,Individual,Baruj Benacerraf,Baruj Benacerraf,benacerr.b,1920/10/29,Caracas,Venezuela,Male,Harvard Medical School,"Boston, MA",United States of America,2011/8/2,"Boston, MA",United States of America
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1月3日,420,Individual,Jean Dausset,Jean Dausset,"dausset, j",1916/10/19,Toulouse,France,Male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,2009/6/6,"Palma, Majorca",Spain
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1月3日,421,Individual,George D. Snell,George D. Snell,"snell, gd",1903/12/19,"Bradford, MA",United States of America,Male,Jackson Laboratory,"Bar Harbor, ME",United States of America,1996/6/6,"Bar Harbor, ME",United States of America
1980,Peace,The Nobel Peace Prize 1980,NA,1月1日,541,Individual,Adolfo Pérez Esquivel,,,1931/11/26,Buenos Aires,Argentina,Male,NA,NA,NA,NA,NA,NA
1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1月2日,116,Individual,James Watson Cronin,James Cronin,"cronin, jw",1931/9/29,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2016/8/25,"St. Paul, MN",United States of America
1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1月2日,117,Individual,Val Logsdon Fitch,Val Fitch,"fitch, v",1923/3/10,"Merriman, NE",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,2015/2/5,"Princeton, NJ",United States of America
1981,Chemistry,The Nobel Prize in Chemistry 1981,"""for their theories, developed independently, concerning the course of chemical reactions""",1月2日,257,Individual,Kenichi Fukui,Kenichi Fukui,"fukui, k",1918/10/4,Nara,Japan,Male,Kyoto University,Kyoto,Japan,1998/1/9,Kyoto,Japan
1981,Chemistry,The Nobel Prize in Chemistry 1981,"""for their theories, developed independently, concerning the course of chemical reactions""",1月2日,258,Individual,Roald Hoffmann,Roald Hoffmann,"hoffmann, r",1937/7/18,Zloczov,Poland (Ukraine),Male,Cornell University,"Ithaca, NY",United States of America,NA,NA,NA
1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",1月1日,695,Individual,James Tobin,,,1918/3/5,"Champaign, IL",United States of America,Male,Yale University,"New Haven, CT",United States of America,2002/3/11,"New Haven, CT",United States of America
1981,Literature,The Nobel Prize in Literature 1981,"""for writings marked by a broad outlook, a wealth of ideas and artistic power""",1月1日,658,Individual,Elias Canetti,,,1905/7/25,Ruse,Bulgaria,Male,NA,NA,NA,1994/8/14,Zurich,Switzerland
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",1月2日,422,Individual,Roger W. Sperry,Roger W. Sperry,"sperry, rw",1913/8/20,"Hartford, CT",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994/4/17,"Pasadena, CA",United States of America
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for their discoveries concerning information processing in the visual system""",1月4日,423,Individual,David H. Hubel,David H. Hubel,"hubel, dh",1926/2/27,"Windsor, ON",Canada,Male,Harvard Medical School,"Boston, MA",United States of America,2013/9/22,"Lincoln, MA",United States of America
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for their discoveries concerning information processing in the visual system""",1月4日,424,Individual,Torsten N. Wiesel,Torsten N. Wiesel,"wiesel, tn",1924/6/3,Uppsala,Sweden,Male,Harvard Medical School,"Boston, MA",United States of America,NA,NA,NA
1981,Peace,The Nobel Peace Prize 1981,NA,1月1日,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1月4日,118,Individual,Nicolaas Bloembergen,Nicolaas Bloembergen,"bloember, n",1920/3/11,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1月4日,119,Individual,Arthur Leonard Schawlow,Arthur L. Schawlow,"schawlow, al",1921/5/5,"Mount Verno, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,1999/4/28,"Palo Alto, CA",United States of America
1981,Physics,The Nobel Prize in Physics 1981,"""for his contribution to the development of high-resolution electron spectroscopy""",1月2日,120,Individual,Kai M. Siegbahn,Kai M. Siegbahn,"siegbahn, k",1918/4/20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007/7/20,?ngelholm,Sweden
1982,Chemistry,The Nobel Prize in Chemistry 1982,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1月1日,259,Individual,Aaron Klug,Aaron Klug,"klug, a",1926/8/11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA
1982,Economics,The Sveriges Riksbank Prize in Economic Sciences 1982,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",1月1日,696,Individual,George J. Stigler,,,1911/1/17,"Renton, WA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1991/12/1,"Chicago, IL",United States of America
1982,Literature,The Nobel Prize in Literature 1982,"""for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts""",1月1日,659,Individual,Gabriel García Márquez,,,1927/3/6,Aracataca,Colombia,Male,NA,NA,NA,2014/4/17,Mexico City,Mexico
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1月3日,425,Individual,Sune K. Bergstr?m,Sune K. Bergstr?m,"bergstrom, s",1916/1/10,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,2004/8/15,Stockholm,Sweden
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1月3日,426,Individual,Bengt I. Samuelsson,Bengt I. Samuelsson,samuelss.b,1934/5/21,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,NA,NA,NA
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1月3日,427,Individual,John R. Vane,John R. Vane,"vane, jr",1927/3/29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,2004/11/19,Farnborough,United Kingdom
1982,Peace,The Nobel Peace Prize 1982,NA,1月2日,543,Individual,Alva Myrdal,,,1902/1/31,Uppsala,Sweden,Female,NA,NA,NA,1986/2/1,Stockholm,Sweden
1982,Peace,The Nobel Peace Prize 1982,NA,1月2日,544,Individual,Alfonso García Robles,,,1911/3/20,Zamora,Mexico,Male,NA,NA,NA,1991/9/2,Mexico City,Mexico
1982,Physics,The Nobel Prize in Physics 1982,"""for his theory for critical phenomena in connection with phase transitions""",1月1日,121,Individual,Kenneth G. Wilson,Kenneth G. Wilson,"wilson, kg",1936/6/8,"Waltham, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,2013/6/15,"Saco, ME",United States of America
1983,Chemistry,The Nobel Prize in Chemistry 1983,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",1月1日,260,Individual,Henry Taube,Henry Taube,"taube, h",1915/11/30,Neudorf,Canada,Male,Stanford University,"Stanford, CA",United States of America,2005/11/16,"Stanford, CA",United States of America
1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",1月1日,697,Individual,Gerard Debreu,,,1921/7/4,Calais,France,Male,University of California,"Berkeley, CA",United States of America,2004/12/31,Paris,France
1983,Literature,The Nobel Prize in Literature 1983,"""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",1月1日,660,Individual,William Golding,,,1911/9/19,St. Columb Minor,United Kingdom,Male,NA,NA,NA,1993/6/19,Perranarworthal,United Kingdom
1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,"""for her discovery of mobile genetic elements""",1月1日,428,Individual,Barbara McClintock,Barbara McClintock,"mcclintock, b",1902/6/16,"Hartford, CT",United States of America,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America,1992/9/2,"Huntington, NY",United States of America
1983,Peace,The Nobel Peace Prize 1983,NA,1月1日,545,Individual,Lech Walesa,,,1943/9/29,Popowo,Poland,Male,NA,NA,NA,NA,NA,NA
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",1月2日,122,Individual,Subramanyan Chandrasekhar,Subrahmanyan Chandrasekhar,"chandrasekhar, s",1910/10/19,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America,1995/8/21,"Chicago, IL",United States of America
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1月2日,123,Individual,William Alfred Fowler,William A. Fowler,"fowler, wa",1911/8/9,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1995/3/14,"Pasadena, CA",United States of America
1984,Chemistry,The Nobel Prize in Chemistry 1984,"""for his development of methodology for chemical synthesis on a solid matrix""",1月1日,261,Individual,Robert Bruce Merrifield,Bruce Merrifield,merrifie.rb,1921/7/15,"Fort Worth, TX",United States of America,Male,Rockefeller University,"New York, NY",United States of America,2006/5/14,"Cresskill, NJ",United States of America
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1月1日,698,Individual,Richard Stone,,,1913/8/30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1991/12/6,Cambridge,United Kingdom
1984,Literature,The Nobel Prize in Literature 1984,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1月1日,661,Individual,Jaroslav Seifert,,,1901/9/23,Prague,Austria-Hungary (Czech Republic),Male,NA,NA,NA,1986/1/10,Prague,Czechoslovakia
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1月3日,429,Individual,Niels K. Jerne,Niels K. Jerne,"jerne, nk",1911/12/23,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,1994/10/7,Castillon-du-Gard,France
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1月3日,430,Individual,Georges J.F. K?hler,Georges J.F. K?hler,"kohler, g",1946/4/17,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,1995/3/1,Freiburg im Breisgau,Germany
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1月3日,431,Individual,César Milstein,C¨|sar Milstein,"milstein, c",1927/10/8,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2002/3/24,Cambridge,United Kingdom
1984,Peace,The Nobel Peace Prize 1984,NA,1月1日,546,Individual,Desmond Mpilo Tutu,,,1931/10/7,Klerksdorp,South Africa,Male,NA,NA,NA,NA,NA,NA
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1月2日,124,Individual,Carlo Rubbia,Carlo Rubbia,"rubbia, c",1934/3/31,Gorizia,Italy,Male,CERN,Geneva,Switzerland,NA,Geneva,Switzerland
1984,Physics,The Nobel Prize in Physics 1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",1月2日,125,Individual,Simon van der Meer,Simon van der Meer,"vandermeer, s",1925/11/24,the Hague,Netherlands,Male,CERN,Geneva,Switzerland,2011/3/4,Geneva,Switzerland
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1月2日,262,Individual,Herbert A. Hauptman,Herbert A. Hauptman,"hauptman, h",1917/2/14,"New York, NY",United States of America,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America,2011/10/23,"Buffalo, NY",United States of America
1985,Chemistry,The Nobel Prize in Chemistry 1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1月2日,263,Individual,Jerome Karle,Jerome Karle,"karle, j",1918/6/18,"New York, NY",United States of America,Male,US Naval Research Laboratory,"Washington, DC",United States of America,2013/6/6,NA,NA
1985,Economics,The Sveriges Riksbank Prize in Economic Sciences 1985,"""for his pioneering analyses of saving and of financial markets""",1月1日,699,Individual,Franco Modigliani,,,1918/6/18,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,2003/9/25,"Cambridge, MA",United States of America
1985,Literature,The Nobel Prize in Literature 1985,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",1月1日,662,Individual,Claude Simon,,,1913/10/10,Tananarive (Antananarivo),Madagascar,Male,NA,NA,NA,2005/7/6,Paris,France
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",1月2日,432,Individual,Michael S. Brown,Michael S. Brown,"brown, ms",1941/4/13,"New York, NY",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA
1985,Medicine,The Nobel Prize in Physiology or Medicine 1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",1月2日,433,Individual,Joseph L. Goldstein,Joseph L. Goldstein,"goldstein, jl",1940/4/18,"Sumter, SC",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA
1985,Peace,The Nobel Peace Prize 1985,NA,1月1日,547,Organization,International Physicians for the Prevention of Nuclear War,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,Physics,The Nobel Prize in Physics 1985,"""for the discovery of the quantized Hall effect""",1月1日,126,Individual,Klaus von Klitzing,Klaus von Klitzing,"vonklitzing, k",1943/6/28,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut für Festk?rperforschung,Stuttgart,Federal Republic of Germany,NA,NA,NA
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1月3日,264,Individual,Dudley R. Herschbach,Dudley R. Herschbach,herschba.dr,1932/6/18,"San José, CA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1月3日,265,Individual,Yuan T. Lee,Yuan T. Lee,"lee, y",1936/11/19,Hsinchu,Taiwan,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
1986,Chemistry,The Nobel Prize in Chemistry 1986,"""for their contributions concerning the dynamics of chemical elementary processes""",1月3日,266,Individual,John C. Polanyi,John C. Polanyi,"polanyi, j",1929/1/23,Berlin,Germany,Male,University of Toronto,Toronto,Canada,NA,NA,NA
1986,Economics,The Sveriges Riksbank Prize in Economic Sciences 1986,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1月1日,700,Individual,James M. Buchanan Jr.,,,1919/10/3,"Murfreesboro, TN",United States of America,Male,Center for Study of Public Choice,"Fairfax, VA",United States of America,2013/1/9,"Blacksburg, VA",United States of America
1986,Literature,The Nobel Prize in Literature 1986,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",1月1日,663,Individual,Wole Soyinka,,,1934/7/13,Abeokuta,Nigeria,Male,NA,NA,NA,NA,NA,NA
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",1月2日,434,Individual,Stanley Cohen,Stanley Cohen,"cohen, s",1922/11/17,"Brooklyn, NY",United States of America,Male,Vanderbilt University School of Medicine,"Nashville, TN",United States of America,NA,NA,NA
1986,Medicine,The Nobel Prize in Physiology or Medicine 1986,"""for their discoveries of growth factors""",1月2日,435,Individual,Rita Levi-Montalcini,Rita Levi-Montalcini,"levimontalcini, r",1909/4/22,Turin,Italy,Female,Institute of Cell Biology of the C.N.R.,Rome,Italy,2012/12/30,Rome,Italy
1986,Peace,The Nobel Peace Prize 1986,NA,1月1日,548,Individual,Elie Wiesel,,,1928/9/30,Sighet,Romania,Male,NA,NA,NA,2016/7/2,"New York, NY",United States of America
1986,Physics,The Nobel Prize in Physics 1986,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",1月2日,127,Individual,Ernst Ruska,Ernst Ruska,"ruska, e",1906/12/25,Heidelberg,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Federal Republic of Germany,1988/5/27,West Berlin,Germany
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1月4日,128,Individual,Gerd Binnig,Gerd Binnig,"binnig, g",1947/7/20,Frankfurt-on-the-Main,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,NA,NA,NA
1986,Physics,The Nobel Prize in Physics 1986,"""for their design of the scanning tunneling microscope""",1月4日,129,Individual,Heinrich Rohrer,Heinrich Rohrer,"rohrer, h",1933/6/6,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,2013/5/16,Wollerau,Switzerland
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,267,Individual,Donald J. Cram,Donald J. Cram,"cram, d",1919/4/22,"Chester, VT",United States of America,Male,University of California,"Los Angeles, CA",United States of America,2001/6/17,"Palm Desert, CA",United States of America
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,268,Individual,Jean-Marie Lehn,Jean-Marie Lehn,"lehn, j",1939/9/30,Rosheim,France,Male,Université Louis Pasteur,Strasbourg,France,NA,NA,NA
1987,Chemistry,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1月3日,269,Individual,Charles J. Pedersen,Charles J. Pedersen,"pedersen, c",1904/10/3,Pusan,Korea (South Korea),Male,Du Pont,"Wilmington, DE",United States of America,1989/10/26,"Salem, NJ",United States of America
1987,Economics,The Sveriges Riksbank Prize in Economic Sciences 1987,"""for his contributions to the theory of economic growth""",1月1日,701,Individual,Robert M. Solow,,,1924/8/23,"Brooklyn, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
1987,Literature,The Nobel Prize in Literature 1987,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",1月1日,664,Individual,Joseph Brodsky,,,1940/5/24,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Male,NA,NA,NA,1996/1/28,"New York, NY",United States of America
1987,Medicine,The Nobel Prize in Physiology or Medicine 1987,"""for his discovery of the genetic principle for generation of antibody diversity""",1月1日,436,Individual,Susumu Tonegawa,Susumu Tonegawa,"tonegawa, s",1939/9/6,Nagoya,Japan,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
1987,Peace,The Nobel Peace Prize 1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",1月1日,549,Individual,Oscar Arias Sánchez,,,1941/9/13,Heredia,Costa Rica,Male,NA,NA,NA,NA,NA,NA
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1月2日,130,Individual,J. Georg Bednorz,J. Georg Bednorz,"bednorz, jg",1950/5/16,Neuenkirchen,West Germany (Germany),Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,NA,NA,NA
1987,Physics,The Nobel Prize in Physics 1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",1月2日,131,Individual,K. Alexander Müller,K. Alex M¨1ller,"muller, ka",1927/4/20,Basel,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,NA,NA,NA
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,270,Individual,Johann Deisenhofer,Johann Deisenhofer,"deisenhofer, j",1943/9/30,Zusamaltheim,Germany,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,NA,NA,NA
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,271,Individual,Robert Huber,Robert Huber,"huber, r",1937/2/20,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany,NA,NA,NA
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1月3日,272,Individual,Hartmut Michel,Hartmut Michel,"michel, h",1948/7/18,Ludwigsburg,West Germany (Germany),Male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Federal Republic of Germany,NA,NA,NA
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1月1日,702,Individual,Maurice Allais,,,1911/5/31,Paris,France,Male,école Nationale Supérieur des Mines de Paris,Paris,France,2010/10/9,Paris,France
1988,Literature,The Nobel Prize in Literature 1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1月1日,665,Individual,Naguib Mahfouz,,,1911/12/11,Cairo,Egypt,Male,NA,NA,NA,2006/8/30,Cairo,Egypt
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1月3日,437,Individual,Sir James W. Black,Sir James W. Black,"black, jw",1924/6/14,Uddingston,Scotland,Male,"London University, King's College Hospital Medical School",London,United Kingdom,2010/3/21,NA,NA
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1月3日,438,Individual,Gertrude B. Elion,Gertrude B. Elion,"elion, gb",1918/1/23,"New York, NY",United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,1999/2/21,"Chapel Hill, NC",United States of America
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",1月3日,439,Individual,George H. Hitchings,George H. Hitchings,"hitchings, gh",1905/4/18,"Hoquiam, WA",United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,1998/2/27,"Chapel Hill, NC",United States of America
1988,Peace,The Nobel Peace Prize 1988,NA,1月1日,550,Organization,United Nations Peacekeeping Forces,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1月3日,132,Individual,Leon M. Lederman,Leon M. Lederman,"lederman, lm",1922/7/15,"New York, NY",United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,NA,NA,NA
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1月3日,133,Individual,Melvin Schwartz,Melvin Schwartz,"schwartz, m",1932/11/2,"New York, NY",United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,2006/8/28,"Twin Falls, ID",United States of America
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",1月3日,134,Individual,Jack Steinberger,Jack Steinberger,"steinberger, j",1921/5/25,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland,NA,NA,NA
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",1月2日,273,Individual,Sidney Altman,Sidney Altman,"altman, s",1939/5/7,Montreal,Canada,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",1月2日,274,Individual,Thomas R. Cech,Thomas R. Cech,"cech, t",1947/12/8,"Chicago, IL",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,NA,NA,NA
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1月1日,703,Individual,Trygve Haavelmo,,,1911/12/13,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway,1999/7/26,Oslo,Norway
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",1月1日,666,Individual,Camilo José Cela,,,1916/5/11,Iria Flavia,Spain,Male,NA,NA,NA,2002/1/17,Madrid,Spain
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1月2日,440,Individual,J. Michael Bishop,J. Michael Bishop,"bishop, jm",1936/2/22,"York, PA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,NA,NA,NA
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1月2日,441,Individual,Harold E. Varmus,Harold E. Varmus,"varmus, he",1939/12/18,"Oceanside, NY",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,NA,NA,NA
1989,Peace,The Nobel Peace Prize 1989,NA,1月1日,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),,,1935/7/6,Taktser,Tibet (People's Republic of China),Male,NA,NA,NA,NA,NA,NA
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",1月2日,135,Individual,Norman F. Ramsey,Norman F. Ramsey,"ramsey, nf",1915/8/27,"Washington, DC",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,2011/11/4,"Wayland, MA",United States of America
